DepositID,AccountNumber,DepositAmount,DepositType,BranchID,DepositTerm,InterestRate,MaturityDate
497,47695226,413578,Current Account,10,6,5.43,2021-10-14
498,52726287,747613,Current Account,5,,5.22,2023-11-28
499,30994124,370638,Fixed Deposit,5,24,5.19,2020-05-05
500,38066975,314628,Fixed Deposit,8,6,4.23,2021-08-12
501,58687226,741084,Recurring Deposit,1,36,5.2,2022-07-15
502,98307414,181886,Savings Account,7,,5.97,
503,47495084,104938,Savings Account,10,,3.13,
504,33651605,624452,Current Account,4,36,7.13,2021-07-25
505,68108970,278912,Current Account,3,6,6.04,2022-07-02
506,77845175,576513,Fixed Deposit,2,12,5.46,2022-08-22
507,71828022,979433,Fixed Deposit,4,12,6.04,
508,44864610,392795,Recurring Deposit,4,12,5.03,2022-05-04
509,45844090,69418,Recurring Deposit,10,24,5.4,
510,97306866,630549,Fixed Deposit,9,6,6.13,
511,76847853,866300,Recurring Deposit,5,6,3.05,
512,16524247,167730,Recurring Deposit,6,6,6.18,2023-10-25
513,25089913,447658,Recurring Deposit,5,,4.11,2022-06-09
514,76735750,62471,Recurring Deposit,6,,3.35,2024-09-04
515,36037642,326445,Fixed Deposit,4,24,7.11,2020-01-01
516,96277277,496581,Fixed Deposit,9,12,4.86,
517,31958106,183014,Current Account,4,36,2.94,2022-04-21
518,96987146,228212,Recurring Deposit,1,36,6.78,
519,13397731,558345,Current Account,9,24,2.66,2024-03-12
520,81006112,323883,Savings Account,3,,2.62,
521,65153035,65830,Current Account,4,6,4.19,
522,55826915,178765,Recurring Deposit,7,6,6.82,2023-09-01
523,29808913,848895,Fixed Deposit,6,12,5.27,2020-03-20
524,39872087,371526,Recurring Deposit,7,24,7.16,2023-10-11
525,69687908,575014,Savings Account,10,36,3.73,
526,72115842,989867,Fixed Deposit,7,24,3.44,
527,70796114,987986,Recurring Deposit,4,24,4.65,
528,27724374,891922,Current Account,3,24,6.02,2024-07-18
529,87484527,897558,Savings Account,9,12,2.81,
530,67710226,394946,Current Account,10,12,2.88,2023-07-16
531,63728027,924066,Recurring Deposit,1,,6.73,2021-02-03
532,53474974,886218,Fixed Deposit,6,24,6.02,
533,64591401,389245,Recurring Deposit,9,24,7.15,
534,35273235,759361,Savings Account,8,24,4.91,2021-12-01
535,36169665,716466,Savings Account,1,36,6.41,2022-09-06
536,72818001,22898,Savings Account,5,36,5.22,
537,10457051,882625,Recurring Deposit,7,,2.58,2020-07-23
538,24961937,853437,Recurring Deposit,4,36,3.4,
539,47400755,141962,Recurring Deposit,3,,5.12,2020-01-16
540,18314171,616330,Recurring Deposit,5,,6.64,2024-01-01
541,96665124,50652,Savings Account,5,36,3.36,
542,16260094,868004,Fixed Deposit,4,36,5.67,2023-07-08
543,94463186,237690,Current Account,3,24,4.84,
544,57930481,363415,Recurring Deposit,3,36,3.77,2022-09-25
545,30468290,431338,Current Account,8,12,7.02,
546,68965657,612600,Savings Account,7,24,5.72,
547,82076248,492563,Recurring Deposit,1,24,3.26,
548,18439853,887334,Recurring Deposit,10,12,6.02,2020-08-24
549,13299958,837902,Savings Account,3,6,4.77,2020-08-09
550,59323356,202830,Fixed Deposit,8,,3.44,2024-01-04
551,53685675,860101,Savings Account,2,12,6.66,
552,97117661,106989,Fixed Deposit,9,36,5.5,
553,79678327,909258,Recurring Deposit,1,12,3.44,
554,98353556,550120,Savings Account,3,,5.89,
555,16124393,769244,Savings Account,1,12,4.61,2020-04-15
556,14881035,246394,Fixed Deposit,3,24,2.84,2024-09-27
557,13398022,150864,Current Account,6,36,5.83,2023-01-15
558,30398821,372717,Current Account,4,6,6.97,2020-10-06
559,74940567,31021,Fixed Deposit,1,12,2.53,
560,33915102,974404,Recurring Deposit,9,,6.64,2024-02-10
561,27183032,927049,Recurring Deposit,3,6,4.58,2022-01-12
562,18819793,354273,Current Account,6,24,3.8,2021-06-01
563,51498614,835272,Fixed Deposit,6,36,6.51,
564,35005914,423783,Current Account,9,12,6.58,2024-07-30
565,52921300,516944,Current Account,4,36,4.59,
566,72158202,986028,Savings Account,8,36,4.89,
567,98928380,218772,Savings Account,5,36,3.32,
568,36154680,140645,Current Account,6,,5.62,2022-12-14
569,26094731,672857,Fixed Deposit,4,24,4.04,2020-08-31
570,67099258,266864,Savings Account,8,24,2.91,
571,13552710,827749,Recurring Deposit,6,,3.22,2022-04-12
572,91096407,810186,Recurring Deposit,6,,3.27,
573,50416168,784663,Current Account,2,,6.95,2022-12-28
574,40428388,164715,Current Account,2,6,3.27,
575,86995914,45119,Current Account,6,,2.54,2023-04-06
576,26564869,139018,Fixed Deposit,2,6,5.63,
577,39208016,185656,Fixed Deposit,6,,7.36,
578,63418120,616313,Fixed Deposit,8,,3.85,
579,81012800,190841,Current Account,2,36,6.07,2021-08-21
580,94227868,33274,Current Account,1,36,4.57,2022-03-05
581,21656084,44647,Current Account,10,12,4.17,
582,76354175,393690,Fixed Deposit,3,24,2.59,
583,32075919,37071,Current Account,7,6,5.37,
584,14708670,647906,Current Account,2,24,4.61,
585,36636781,381009,Recurring Deposit,2,36,5.33,2020-04-25
586,26323980,319966,Fixed Deposit,2,12,2.73,2020-08-15
587,36590626,580535,Savings Account,3,24,7.38,2024-09-30
588,60745502,289510,Savings Account,3,6,4.08,2023-01-04
589,93541727,833644,Current Account,9,36,2.75,2024-04-30
590,56420975,433812,Recurring Deposit,8,6,5.55,2020-01-05
591,57119069,850087,Current Account,8,,2.7,
592,30692977,238642,Savings Account,3,12,2.67,
593,79537865,938356,Savings Account,10,24,5.86,
594,62447647,671005,Fixed Deposit,4,36,4,2022-12-05
595,33623696,25493,Savings Account,6,24,3.07,2022-12-11
596,13595556,82991,Savings Account,2,36,5.66,
597,90655868,261241,Fixed Deposit,8,36,6.49,2024-08-19
598,96553702,25908,Recurring Deposit,6,12,4.27,
599,35029865,700983,Recurring Deposit,3,36,2.85,
600,87257533,605921,Savings Account,8,24,6.26,
601,94713882,563926,Savings Account,9,,3.55,2020-09-02
602,75047236,321923,Savings Account,9,,3.83,2020-10-23
603,43035177,915517,Fixed Deposit,4,6,5.89,
604,56166791,743360,Fixed Deposit,6,24,4,2022-09-24
605,27155779,391527,Recurring Deposit,10,36,4.36,2023-11-04
606,60134200,9567,Savings Account,9,24,6.08,
607,92593597,202334,Savings Account,6,,6.08,
608,57278045,126617,Current Account,1,6,5.2,
609,98486242,956253,Recurring Deposit,5,24,6.05,
610,38616380,404058,Savings Account,1,24,3.96,
611,41491678,970144,Fixed Deposit,5,24,5.87,2022-03-20
612,29912354,408494,Recurring Deposit,7,36,4.05,2022-04-22
613,32679569,930445,Fixed Deposit,4,24,6.31,
614,30236850,492936,Savings Account,6,36,3.99,
615,95890840,501698,Savings Account,1,36,5.21,2023-05-04
616,69417375,344688,Savings Account,1,24,3.19,2023-02-10
617,40445873,679214,Current Account,7,12,2.65,2022-02-12
618,92671221,770256,Savings Account,1,24,5.14,2020-12-29
619,35515341,233865,Recurring Deposit,7,36,4.47,
620,80090170,291585,Savings Account,1,36,7.02,
621,90985600,682860,Current Account,3,,5.69,
622,91594140,739364,Recurring Deposit,9,36,6.94,
623,33395000,168372,Recurring Deposit,10,6,6.74,
624,10191149,69162,Current Account,9,36,7.37,
625,48564701,760218,Savings Account,5,12,4.5,2023-05-22
626,58800300,516500,Recurring Deposit,10,36,7.27,
627,73576443,441197,Current Account,3,12,5.61,2020-05-25
628,39804324,765565,Current Account,7,6,5.3,
629,57518285,19666,Savings Account,1,6,6.45,2024-03-08
630,40266345,191199,Current Account,2,,7.03,
631,27341287,756517,Recurring Deposit,6,24,3.39,
632,40418726,332517,Recurring Deposit,7,6,7.39,
633,66804545,622392,Current Account,4,36,3.11,
634,67287009,392640,Fixed Deposit,2,,7.31,
635,21691385,814163,Current Account,8,36,2.56,2024-01-08
636,78085419,227124,Fixed Deposit,2,6,7.44,2020-01-09
637,56977287,194950,Current Account,8,24,3.18,2020-06-06
638,14665196,903692,Recurring Deposit,3,6,4.67,
639,73020918,767074,Recurring Deposit,3,6,5.59,2022-06-04
640,63297325,321092,Fixed Deposit,1,6,3.75,
641,22299448,154287,Fixed Deposit,5,24,3.24,2020-02-05
642,16570619,165518,Savings Account,7,6,6.06,2022-02-02
643,83984445,433277,Fixed Deposit,5,24,4.24,2020-02-09
644,71621333,64990,Recurring Deposit,1,24,4.18,
645,16115184,987165,Savings Account,7,12,3.92,
646,78645744,735578,Recurring Deposit,1,12,3.25,2022-08-25
647,35157442,276853,Current Account,4,36,6.2,
648,62222770,909650,Savings Account,7,24,4.78,
649,91488185,454995,Current Account,8,6,2.74,2022-09-17
650,76818175,958622,Recurring Deposit,5,24,5.8,
651,26212584,559092,Current Account,3,,5.35,2022-08-26
652,77869393,354393,Recurring Deposit,5,36,4.79,
653,31259406,497488,Savings Account,8,24,3.16,2020-12-30
654,36830566,538229,Fixed Deposit,3,12,5.39,
655,61154803,918703,Savings Account,3,24,5.79,
656,15177367,577273,Fixed Deposit,7,24,4.88,2024-08-03
657,23243302,793693,Current Account,5,,3.64,2022-05-08
658,11900451,763091,Fixed Deposit,8,6,5.45,
659,75953544,84418,Recurring Deposit,3,24,3.17,
660,26734439,62042,Current Account,10,6,7.3,2020-02-27
661,30934062,568498,Recurring Deposit,9,12,5.02,
662,63207360,830637,Savings Account,5,,3.24,2022-02-11
663,23391799,889801,Savings Account,9,12,4.35,
664,57542705,177525,Recurring Deposit,7,12,6.16,
665,96544417,192900,Savings Account,1,6,2.53,
666,84305889,702392,Fixed Deposit,3,6,5.14,
667,39831416,93185,Savings Account,3,36,3.6,
668,84930512,447379,Recurring Deposit,3,12,5.42,2024-08-23
669,85191544,563966,Savings Account,2,12,3.67,2021-04-09
670,94841711,35515,Recurring Deposit,10,12,6.83,2021-07-07
671,34546409,920023,Recurring Deposit,1,,4.07,2020-09-10
672,22031352,853576,Current Account,7,36,4.32,2024-08-03
673,76168686,670734,Savings Account,9,6,6.62,2020-03-15
674,99418620,76881,Fixed Deposit,1,,4.26,
675,94592986,893366,Recurring Deposit,9,36,3.39,
676,68350056,388256,Fixed Deposit,1,36,6.91,2021-10-11
677,45183616,92242,Current Account,4,,3.96,2023-04-03
678,81690032,442134,Recurring Deposit,7,36,4.86,2023-05-08
679,44664500,652268,Current Account,1,36,3.41,
680,64027629,940436,Savings Account,1,36,4.23,
681,74220011,183846,Savings Account,8,12,4.57,
682,36884363,106664,Recurring Deposit,4,,6.64,2021-05-13
683,53528399,284051,Current Account,6,36,7.03,2020-05-03
684,69406943,21429,Savings Account,4,,4.88,
685,45253038,821497,Current Account,8,24,6.47,2022-01-11
686,27585761,193451,Fixed Deposit,8,24,3.76,
687,29481516,287861,Fixed Deposit,6,,3.92,
688,38161588,530434,Recurring Deposit,7,36,3.2,
689,39083765,757078,Savings Account,4,24,5.17,2024-05-15
690,30503941,817025,Current Account,7,12,6.83,2023-02-28
691,29009846,420345,Fixed Deposit,5,12,6.64,2024-08-17
692,31660837,130433,Recurring Deposit,1,12,5.83,2024-09-19
693,78230692,503269,Fixed Deposit,8,,5.62,2023-05-25
694,12266578,97858,Savings Account,2,36,4.58,2022-05-15
695,95193419,713221,Fixed Deposit,9,24,6.83,
696,24244604,555516,Recurring Deposit,10,,6.7,2020-03-06
697,91527632,373171,Savings Account,9,36,6.55,
698,49196532,521372,Fixed Deposit,4,24,3.39,
699,44058594,509274,Current Account,2,6,3.9,2023-10-13
700,30665324,479303,Recurring Deposit,4,24,4.68,2024-07-17
701,56453576,779961,Savings Account,8,,4.36,
702,85190528,578516,Recurring Deposit,6,6,5.2,
703,99973250,37370,Savings Account,5,24,5.93,2024-08-06
704,85977102,282721,Savings Account,9,,3.29,
705,30707513,453330,Fixed Deposit,4,24,2.81,
706,99255332,280716,Recurring Deposit,5,6,3.25,
707,94736386,281767,Fixed Deposit,7,36,4.7,
708,34713836,77408,Savings Account,5,24,4.91,
709,33976414,438363,Fixed Deposit,4,24,6.17,2020-02-08
710,57478039,698159,Recurring Deposit,7,,6.34,
711,64361854,157590,Fixed Deposit,8,,3.97,2021-04-15
712,17671873,853185,Fixed Deposit,3,6,4.65,
713,60603699,261028,Fixed Deposit,1,36,7.2,2023-05-02
714,34567276,668343,Savings Account,3,,5.07,
715,92937486,929249,Current Account,3,24,4.85,2022-09-26
716,55303025,685252,Recurring Deposit,4,24,7.44,2021-05-04
717,38328468,376729,Recurring Deposit,2,12,6.08,2022-11-15
718,59874049,88715,Savings Account,3,6,5,2020-10-08
719,98058871,313402,Savings Account,1,12,7.49,
720,16618133,229594,Savings Account,3,6,7.5,
721,62292747,153299,Fixed Deposit,10,,7.08,2023-04-02
722,42513327,978680,Fixed Deposit,1,,5.59,
723,95286200,845056,Recurring Deposit,8,36,3.93,
724,74261898,99075,Recurring Deposit,4,,2.78,2022-05-27
725,42835306,168688,Current Account,4,,5.32,2023-09-20
726,18948174,88639,Fixed Deposit,8,,5.69,2021-10-04
727,96940109,371454,Savings Account,6,6,5.44,
728,25400191,483475,Fixed Deposit,1,,4.15,
729,81346472,602590,Current Account,10,24,2.92,
730,17438597,259268,Fixed Deposit,8,24,3.88,2021-09-24
731,46447632,463456,Savings Account,5,24,7.47,2022-01-05
732,63260244,896932,Current Account,9,36,6.37,2022-11-30
733,76005098,684692,Current Account,8,36,4.49,2023-07-21
734,47014526,921947,Fixed Deposit,3,36,3.47,2021-02-14
735,24031307,847957,Current Account,8,24,2.88,
736,41717630,216882,Recurring Deposit,4,6,5.11,2021-09-13
737,10847304,141595,Recurring Deposit,8,,3.57,
738,75171676,77785,Fixed Deposit,5,,4.14,
739,99791980,305694,Current Account,3,12,5.74,2020-06-21
740,52312851,235318,Current Account,1,6,5.47,
741,40751318,630818,Recurring Deposit,7,36,3.68,2021-08-12
742,85013013,744281,Recurring Deposit,7,12,5.5,2023-12-26
743,50921707,313517,Recurring Deposit,1,,3.04,2022-07-21
744,26377872,542805,Recurring Deposit,8,12,2.63,2022-03-30
745,97671175,212163,Savings Account,9,6,4.58,2020-03-05
746,85388033,233619,Current Account,9,24,5.59,2024-04-12
747,53481023,117676,Savings Account,2,6,7.19,2024-04-24
748,29930950,58815,Fixed Deposit,9,24,3.07,
749,11818925,812353,Recurring Deposit,10,36,3.56,2020-06-14
750,98582538,232420,Savings Account,4,6,4.63,
751,19628390,948414,Fixed Deposit,10,,6.96,
752,39494552,808762,Fixed Deposit,4,36,3.71,2023-09-04
753,61723054,955538,Current Account,3,,4.91,
754,33422977,445488,Current Account,4,12,5.77,
755,63860585,559162,Savings Account,3,12,3.03,
756,98731132,68437,Recurring Deposit,3,6,2.89,2024-02-23
757,17694960,707721,Fixed Deposit,8,36,7.23,2020-05-12
758,78278971,7276,Recurring Deposit,4,6,3.86,
759,48496836,392289,Savings Account,4,36,3.89,
760,99116571,582516,Current Account,1,,2.94,
761,63592665,849615,Current Account,7,6,3.12,
762,40767884,556121,Current Account,7,,3.98,
763,86626319,671366,Current Account,6,6,4.33,
764,73555662,381216,Recurring Deposit,4,24,5.67,2024-04-19
765,98161045,128451,Fixed Deposit,7,,3.29,2024-09-30
766,59039804,409731,Current Account,7,12,6.61,2024-02-09
767,61823655,469733,Recurring Deposit,5,6,6.53,
768,18490284,1469,Current Account,4,36,6.4,
769,52121679,846967,Current Account,8,36,4.73,2020-05-12
770,47158023,155358,Recurring Deposit,2,12,3.7,
771,73906952,883995,Savings Account,7,,3.94,
772,16044217,936041,Current Account,7,,3.44,2021-06-06
773,58524020,621427,Recurring Deposit,3,36,6.11,
774,52737668,460130,Fixed Deposit,4,36,5.27,
775,43745968,780669,Savings Account,4,12,3.24,2020-05-07
776,86326531,27873,Recurring Deposit,9,36,4.93,
777,19760510,71581,Savings Account,1,,5.02,
778,33391451,51489,Recurring Deposit,8,12,7.17,
779,94048378,412703,Recurring Deposit,8,36,6.16,
780,98541856,787576,Recurring Deposit,8,36,7.26,2020-12-31
781,19031885,466584,Fixed Deposit,6,6,5.29,
782,59430703,275950,Current Account,9,24,6.11,
783,21606874,570707,Current Account,4,24,6.67,
784,67461167,186269,Recurring Deposit,9,12,5.15,2020-10-14
785,45925808,826860,Current Account,8,24,4.74,2024-08-07
786,19666479,835482,Fixed Deposit,7,6,5.03,2022-05-26
787,20400956,111683,Fixed Deposit,5,12,4.23,2021-11-21
788,85997625,652639,Current Account,6,36,6.6,2020-09-02
789,55932113,28833,Recurring Deposit,8,24,6.84,
790,54284913,747771,Fixed Deposit,1,,7.15,2020-10-12
791,67480783,410247,Current Account,8,,5.16,
792,46456110,623407,Fixed Deposit,9,6,4.61,2021-09-12
793,12269217,73683,Current Account,2,24,6.85,
794,86447121,526336,Current Account,4,36,6.2,2021-03-27
795,99996378,248334,Current Account,8,6,5.24,
796,22257297,814573,Recurring Deposit,2,36,3.16,2023-04-26
797,87340546,914849,Current Account,8,6,6.33,2023-03-22
798,60462544,431176,Recurring Deposit,9,24,3.97,
799,89513946,369395,Fixed Deposit,1,36,6.93,
800,38389728,64289,Current Account,4,6,5.31,2020-11-07
801,89313901,639310,Fixed Deposit,9,36,2.5,2020-10-26
802,53089333,584450,Current Account,10,6,6.9,2022-11-07
803,70513308,20297,Recurring Deposit,10,24,4.21,
804,83433438,726429,Current Account,1,24,4.62,2024-07-26
805,76659389,621581,Fixed Deposit,8,36,2.55,2022-05-06
806,58016754,805024,Current Account,10,,5.39,2024-09-15
807,34811860,180215,Fixed Deposit,3,,7,2022-11-17
808,18079655,370189,Fixed Deposit,1,24,4.07,2024-10-08
809,74043381,540226,Savings Account,6,36,6.85,2020-05-26
810,10070858,769021,Recurring Deposit,8,24,5.69,2022-12-01
811,28399621,748613,Fixed Deposit,4,24,4.89,2021-05-21
812,12437415,932907,Current Account,1,24,3.07,2023-05-25
813,44040426,698025,Current Account,9,36,6.99,
814,32646191,467938,Current Account,2,36,4.76,
815,68330593,155199,Fixed Deposit,8,36,3.8,
816,31246090,675475,Recurring Deposit,3,12,6.41,2022-01-18
817,99478064,433716,Savings Account,3,36,6.69,2021-08-02
818,12001043,635691,Current Account,9,6,5.68,
819,19545651,91125,Savings Account,4,,4.42,2021-01-05
820,93584003,765019,Fixed Deposit,1,24,6.57,2020-12-12
821,97513847,384815,Current Account,2,36,2.72,2023-06-06
822,76589496,510562,Recurring Deposit,1,24,6.23,2020-04-10
823,22897516,291340,Fixed Deposit,3,6,5.74,2022-07-06
824,28247605,683116,Savings Account,8,12,7.14,2023-11-14
825,98802796,548552,Savings Account,1,36,4.03,
826,22053475,544826,Recurring Deposit,10,24,5.52,2021-05-08
827,30088520,118122,Current Account,2,,2.51,
828,51269401,769785,Current Account,1,6,3.86,2021-03-31
829,19837032,62708,Savings Account,4,24,7.36,2020-02-26
830,37083170,270408,Current Account,5,12,4.2,2022-09-01
831,86715313,493218,Current Account,1,,4.79,
832,42702271,970763,Fixed Deposit,5,24,4.92,
833,67713148,77480,Current Account,4,24,2.62,
834,93255820,906481,Current Account,10,24,3.81,2021-12-02
835,64161372,290938,Fixed Deposit,10,,4.19,
836,72110248,976585,Savings Account,8,36,5.06,2024-01-01
837,81401187,985664,Fixed Deposit,1,36,5.2,
838,86038301,91002,Recurring Deposit,7,,6.73,
839,96874609,864800,Current Account,2,24,4.6,2020-01-22
840,70921858,79429,Fixed Deposit,7,12,7.26,
841,64490175,817620,Savings Account,9,12,5.43,2024-01-19
842,14876892,205510,Recurring Deposit,8,24,6.81,
843,86020208,921068,Current Account,1,6,3.13,
844,80225378,770064,Recurring Deposit,2,6,4.57,2024-01-23
845,73695233,319736,Current Account,2,24,6.98,2022-04-27
846,38939951,381110,Savings Account,10,,3.57,
847,19958063,551325,Current Account,7,36,4.81,
848,32142393,510456,Savings Account,2,12,5.28,2023-02-02
849,67225399,749314,Savings Account,8,6,7.13,2022-05-15
850,75840438,689881,Current Account,7,6,3.05,2022-07-09
851,74944298,373380,Recurring Deposit,6,6,3.54,2024-02-01
852,41047809,586624,Current Account,8,24,6.71,2020-06-25
853,20724388,73424,Savings Account,5,12,5.39,
854,90791303,916517,Current Account,1,,6.94,
855,34880515,471674,Current Account,10,6,6.24,2024-07-10
856,27696823,764212,Fixed Deposit,5,6,5.98,
857,68767112,45144,Savings Account,5,,6.39,2021-03-03
858,97514564,125124,Savings Account,2,24,6.02,
859,62264845,638160,Fixed Deposit,5,24,6.9,2021-09-03
860,13800827,977836,Fixed Deposit,2,12,6.27,
